run_id,cancer,rank_in_run,feature_name_display,feature_name_internal,pathway,main_effect,abs_main_effect,effect_sign
15,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
15,CRC,5,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.008,0.008,positive
15,CRC,6,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.007,0.007,positive
15,CRC,7,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.006,0.006,positive
15,CRC,8,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
15,CRC,9,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
15,CRC,12,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.002,0.002,positive
15,CRC,13,TP53_del_hit,PW_TP53_del_hit,TP53,0.002,0.002,positive
15,CRC,14,MYC_del_hit,PW_MYC_del_hit,MYC,0.002,0.002,positive
15,CRC,15,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.002,0.002,positive
15,CRC,16,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.001,0.001,positive
15,CRC,17,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
15,CRC,18,WNT_amp_hit,PW_WNT_amp_hit,WNT,0.0,0.0,zero
15,CRC,21,PI3K_zsum,PW_PI3K_zsum,PI3K,-0.001,0.001,negative
15,CRC,23,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.001,0.001,negative
15,CRC,25,DDR_sv_hit,PW_DDR_sv_hit,DDR,-0.004,0.004,negative
15,CRC,26,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.005,0.005,negative
16,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
16,CRC,2,WNT_zsum,PW_WNT_zsum,WNT,0.014,0.014,positive
16,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
16,CRC,5,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.008,0.008,positive
16,CRC,6,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.007,0.007,positive
16,CRC,7,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.006,0.006,positive
16,CRC,8,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
16,CRC,9,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
16,CRC,12,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.002,0.002,positive
16,CRC,13,TP53_del_hit,PW_TP53_del_hit,TP53,0.002,0.002,positive
16,CRC,14,MYC_del_hit,PW_MYC_del_hit,MYC,0.002,0.002,positive
16,CRC,15,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.002,0.002,positive
16,CRC,16,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.001,0.001,positive
16,CRC,17,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
16,CRC,18,WNT_amp_hit,PW_WNT_amp_hit,WNT,0.0,0.0,zero
16,CRC,21,PI3K_zsum,PW_PI3K_zsum,PI3K,-0.001,0.001,negative
16,CRC,23,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.001,0.001,negative
16,CRC,25,DDR_sv_hit,PW_DDR_sv_hit,DDR,-0.004,0.004,negative
16,CRC,26,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.005,0.005,negative
17,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
17,CRC,2,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.016,0.016,positive
17,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
17,CRC,5,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
17,CRC,6,WNT_any_rate,PW_WNT_any_rate_z,WNT,0.004,0.004,positive
17,CRC,7,WNT_mut_rate,PW_WNT_mut_rate_z,WNT,0.004,0.004,positive
17,CRC,8,DDR_any_rate,PW_DDR_any_rate_z,DDR,0.004,0.004,positive
17,CRC,9,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,0.004,0.004,positive
17,CRC,11,TP53_del_hit,PW_TP53_del_hit,TP53,0.003,0.003,positive
17,CRC,12,WNT_zsum,PW_WNT_zsum,WNT,0.003,0.003,positive
17,CRC,13,PI3K_zsum,PW_PI3K_zsum,PI3K,0.002,0.002,positive
17,CRC,15,MYC_any_rate,PW_MYC_any_rate_z,MYC,0.002,0.002,positive
17,CRC,19,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.0,0.0,zero
17,CRC,20,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
17,CRC,21,WNT_del_hit,PW_WNT_del_hit,WNT,0.0,0.0,zero
17,CRC,22,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.001,0.001,negative
17,CRC,24,Chromatin_sv_hit,PW_Chromatin_sv_hit,Chromatin,-0.002,0.002,negative
17,CRC,26,MYC_del_hit,PW_MYC_del_hit,MYC,-0.002,0.002,negative
17,CRC,27,MYC_amp_hit,PW_MYC_amp_hit,MYC,-0.004,0.004,negative
18,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
18,CRC,2,WNT_zsum,PW_WNT_zsum,WNT,0.014,0.014,positive
18,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
18,CRC,5,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.008,0.008,positive
18,CRC,6,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.007,0.007,positive
18,CRC,7,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.006,0.006,positive
18,CRC,8,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
18,CRC,9,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
18,CRC,12,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.002,0.002,positive
18,CRC,13,TP53_del_hit,PW_TP53_del_hit,TP53,0.002,0.002,positive
18,CRC,14,MYC_del_hit,PW_MYC_del_hit,MYC,0.002,0.002,positive
18,CRC,15,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.002,0.002,positive
18,CRC,16,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.001,0.001,positive
18,CRC,17,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
18,CRC,18,WNT_amp_hit,PW_WNT_amp_hit,WNT,0.0,0.0,zero
18,CRC,21,PI3K_zsum,PW_PI3K_zsum,PI3K,-0.001,0.001,negative
18,CRC,23,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.001,0.001,negative
18,CRC,25,DDR_sv_hit,PW_DDR_sv_hit,DDR,-0.004,0.004,negative
18,CRC,26,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.005,0.005,negative
19,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
19,CRC,2,WNT_zsum,PW_WNT_zsum,WNT,0.014,0.014,positive
19,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
19,CRC,5,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.008,0.008,positive
19,CRC,6,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.007,0.007,positive
19,CRC,7,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.006,0.006,positive
19,CRC,8,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
19,CRC,9,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
19,CRC,12,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.002,0.002,positive
19,CRC,13,TP53_del_hit,PW_TP53_del_hit,TP53,0.002,0.002,positive
19,CRC,14,MYC_del_hit,PW_MYC_del_hit,MYC,0.002,0.002,positive
19,CRC,15,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.002,0.002,positive
19,CRC,16,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.001,0.001,positive
19,CRC,17,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
19,CRC,18,WNT_amp_hit,PW_WNT_amp_hit,WNT,0.0,0.0,zero
19,CRC,21,PI3K_zsum,PW_PI3K_zsum,PI3K,-0.001,0.001,negative
19,CRC,23,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.001,0.001,negative
19,CRC,25,DDR_sv_hit,PW_DDR_sv_hit,DDR,-0.004,0.004,negative
19,CRC,26,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.005,0.005,negative
20,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
20,CRC,2,WNT_zsum,PW_WNT_zsum,WNT,0.014,0.014,positive
20,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
20,CRC,5,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.008,0.008,positive
20,CRC,6,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.007,0.007,positive
20,CRC,7,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.006,0.006,positive
20,CRC,8,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
20,CRC,9,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
20,CRC,12,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.002,0.002,positive
20,CRC,13,TP53_del_hit,PW_TP53_del_hit,TP53,0.002,0.002,positive
20,CRC,14,MYC_del_hit,PW_MYC_del_hit,MYC,0.002,0.002,positive
20,CRC,15,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.002,0.002,positive
20,CRC,16,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.001,0.001,positive
20,CRC,17,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
20,CRC,18,WNT_amp_hit,PW_WNT_amp_hit,WNT,0.0,0.0,zero
20,CRC,21,PI3K_zsum,PW_PI3K_zsum,PI3K,-0.001,0.001,negative
20,CRC,23,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.001,0.001,negative
20,CRC,25,DDR_sv_hit,PW_DDR_sv_hit,DDR,-0.004,0.004,negative
20,CRC,26,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.005,0.005,negative
21,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
21,CRC,2,WNT_zsum,PW_WNT_zsum,WNT,0.013,0.013,positive
21,CRC,4,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.007,0.007,positive
21,CRC,5,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.007,0.007,positive
21,CRC,6,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.006,0.006,positive
21,CRC,7,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.006,0.006,positive
21,CRC,8,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.005,0.005,positive
21,CRC,9,DDR_zsum,PW_DDR_zsum,DDR,0.004,0.004,positive
21,CRC,10,DDR_sv_hit,PW_DDR_sv_hit,DDR,0.004,0.004,positive
21,CRC,13,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.001,0.001,positive
21,CRC,16,WNT_amp_hit,PW_WNT_amp_hit,WNT,0.0,0.0,zero
21,CRC,17,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.0,0.0,zero
21,CRC,18,MYC_zsum,PW_MYC_zsum,MYC,0.0,0.0,zero
21,CRC,19,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,-0.001,0.001,negative
21,CRC,20,PI3K_zsum,PW_PI3K_zsum,PI3K,-0.001,0.001,negative
21,CRC,21,TP53_del_hit,PW_TP53_del_hit,TP53,-0.001,0.001,negative
21,CRC,22,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.001,0.001,negative
21,CRC,24,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.001,0.001,negative
21,CRC,25,MYC_amp_hit,PW_MYC_amp_hit,MYC,-0.002,0.002,negative
22,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
22,CRC,2,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.017,0.017,positive
22,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
22,CRC,5,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
22,CRC,6,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
22,CRC,7,WNT_mut_rate,PW_WNT_mut_rate_z,WNT,0.005,0.005,positive
22,CRC,8,WNT_any_rate,PW_WNT_any_rate_z,WNT,0.005,0.005,positive
22,CRC,10,PI3K_zsum,PW_PI3K_zsum,PI3K,0.002,0.002,positive
22,CRC,11,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.002,0.002,positive
22,CRC,12,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.002,0.002,positive
22,CRC,13,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.001,0.001,positive
22,CRC,16,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,0.0,0.0,zero
22,CRC,18,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.0,0.0,zero
22,CRC,20,TP53_del_hit,PW_TP53_del_hit,TP53,0.0,0.0,zero
22,CRC,21,DDR_sv_hit,PW_DDR_sv_hit,DDR,0.0,0.0,zero
22,CRC,22,Chromatin_sv_hit,PW_Chromatin_sv_hit,Chromatin,-0.001,0.001,negative
22,CRC,23,WNT_sv_hit,PW_WNT_sv_hit,WNT,-0.002,0.002,negative
22,CRC,25,MYC_del_hit,PW_MYC_del_hit,MYC,-0.002,0.002,negative
22,CRC,27,TGF_Beta_sv_hit,PW_TGF_Beta_sv_hit,TGF_Beta,-0.003,0.003,negative
22,CRC,28,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.004,0.004,negative
23,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
23,CRC,2,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.015,0.015,positive
23,CRC,3,WNT_mut_rate,PW_WNT_mut_rate_z,WNT,0.009,0.009,positive
23,CRC,4,WNT_any_rate,PW_WNT_any_rate_z,WNT,0.007,0.007,positive
23,CRC,5,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.007,0.007,positive
23,CRC,7,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
23,CRC,8,DDR_zsum,PW_DDR_zsum,DDR,0.005,0.005,positive
23,CRC,10,MYC_zsum,PW_MYC_zsum,MYC,0.003,0.003,positive
23,CRC,11,MYC_any_rate,PW_MYC_any_rate_z,MYC,0.001,0.001,positive
23,CRC,12,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.001,0.001,positive
23,CRC,15,Chromatin_sv_hit,PW_Chromatin_sv_hit,Chromatin,0.001,0.001,positive
23,CRC,17,PI3K_zsum,PW_PI3K_zsum,PI3K,-0.001,0.001,negative
23,CRC,18,MYC_amp_hit,PW_MYC_amp_hit,MYC,-0.001,0.001,negative
23,CRC,19,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,-0.001,0.001,negative
23,CRC,20,DDR_sv_hit,PW_DDR_sv_hit,DDR,-0.001,0.001,negative
23,CRC,21,WNT_sv_hit,PW_WNT_sv_hit,WNT,-0.001,0.001,negative
23,CRC,22,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.001,0.001,negative
23,CRC,23,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,-0.001,0.001,negative
23,CRC,27,TP53_del_hit,PW_TP53_del_hit,TP53,-0.003,0.003,negative
23,CRC,28,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.003,0.003,negative
23,CRC,29,MYC_del_hit,PW_MYC_del_hit,MYC,-0.005,0.005,negative
24,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
24,CRC,2,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.017,0.017,positive
24,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
24,CRC,5,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
24,CRC,6,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
24,CRC,7,WNT_mut_rate,PW_WNT_mut_rate_z,WNT,0.005,0.005,positive
24,CRC,8,WNT_any_rate,PW_WNT_any_rate_z,WNT,0.005,0.005,positive
24,CRC,10,PI3K_zsum,PW_PI3K_zsum,PI3K,0.002,0.002,positive
24,CRC,11,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.002,0.002,positive
24,CRC,12,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.002,0.002,positive
24,CRC,13,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.001,0.001,positive
24,CRC,16,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,0.0,0.0,zero
24,CRC,18,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.0,0.0,zero
24,CRC,20,TP53_del_hit,PW_TP53_del_hit,TP53,0.0,0.0,zero
24,CRC,21,DDR_sv_hit,PW_DDR_sv_hit,DDR,0.0,0.0,zero
24,CRC,22,Chromatin_sv_hit,PW_Chromatin_sv_hit,Chromatin,-0.001,0.001,negative
24,CRC,23,WNT_sv_hit,PW_WNT_sv_hit,WNT,-0.002,0.002,negative
24,CRC,25,MYC_del_hit,PW_MYC_del_hit,MYC,-0.002,0.002,negative
24,CRC,27,TGF_Beta_sv_hit,PW_TGF_Beta_sv_hit,TGF_Beta,-0.003,0.003,negative
24,CRC,28,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.004,0.004,negative
25,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
25,CRC,2,WNT_zsum,PW_WNT_zsum,WNT,0.014,0.014,positive
25,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
25,CRC,5,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.008,0.008,positive
25,CRC,6,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.007,0.007,positive
25,CRC,7,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.006,0.006,positive
25,CRC,8,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
25,CRC,9,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
25,CRC,12,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.002,0.002,positive
25,CRC,13,TP53_del_hit,PW_TP53_del_hit,TP53,0.002,0.002,positive
25,CRC,14,MYC_del_hit,PW_MYC_del_hit,MYC,0.002,0.002,positive
25,CRC,15,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.002,0.002,positive
25,CRC,16,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.001,0.001,positive
25,CRC,17,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
25,CRC,18,WNT_amp_hit,PW_WNT_amp_hit,WNT,0.0,0.0,zero
25,CRC,21,PI3K_zsum,PW_PI3K_zsum,PI3K,-0.001,0.001,negative
25,CRC,23,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.001,0.001,negative
25,CRC,25,DDR_sv_hit,PW_DDR_sv_hit,DDR,-0.004,0.004,negative
25,CRC,26,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.005,0.005,negative
26,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
26,CRC,2,WNT_zsum,PW_WNT_zsum,WNT,0.014,0.014,positive
26,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
26,CRC,5,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.008,0.008,positive
26,CRC,6,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.007,0.007,positive
26,CRC,7,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.006,0.006,positive
26,CRC,8,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
26,CRC,9,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
26,CRC,12,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.002,0.002,positive
26,CRC,13,TP53_del_hit,PW_TP53_del_hit,TP53,0.002,0.002,positive
26,CRC,14,MYC_del_hit,PW_MYC_del_hit,MYC,0.002,0.002,positive
26,CRC,15,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.002,0.002,positive
26,CRC,16,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.001,0.001,positive
26,CRC,17,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
26,CRC,18,WNT_amp_hit,PW_WNT_amp_hit,WNT,0.0,0.0,zero
26,CRC,21,PI3K_zsum,PW_PI3K_zsum,PI3K,-0.001,0.001,negative
26,CRC,23,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.001,0.001,negative
26,CRC,25,DDR_sv_hit,PW_DDR_sv_hit,DDR,-0.004,0.004,negative
26,CRC,26,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.005,0.005,negative
27,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
27,CRC,2,WNT_zsum,PW_WNT_zsum,WNT,0.014,0.014,positive
27,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
27,CRC,5,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.008,0.008,positive
27,CRC,6,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.007,0.007,positive
27,CRC,7,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.006,0.006,positive
27,CRC,8,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
27,CRC,9,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
27,CRC,12,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.002,0.002,positive
27,CRC,13,TP53_del_hit,PW_TP53_del_hit,TP53,0.002,0.002,positive
27,CRC,14,MYC_del_hit,PW_MYC_del_hit,MYC,0.002,0.002,positive
27,CRC,15,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.002,0.002,positive
27,CRC,16,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.001,0.001,positive
27,CRC,17,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
27,CRC,18,WNT_amp_hit,PW_WNT_amp_hit,WNT,0.0,0.0,zero
27,CRC,21,PI3K_zsum,PW_PI3K_zsum,PI3K,-0.001,0.001,negative
27,CRC,23,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.001,0.001,negative
27,CRC,25,DDR_sv_hit,PW_DDR_sv_hit,DDR,-0.004,0.004,negative
27,CRC,26,MYC_sv_hit,PW_MYC_sv_hit,MYC,-0.005,0.005,negative
28,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
28,CRC,2,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.015,0.015,positive
28,CRC,4,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.007,0.007,positive
28,CRC,5,DDR_any_rate,PW_DDR_any_rate_z,DDR,0.006,0.006,positive
28,CRC,6,MYC_zsum,PW_MYC_zsum,MYC,0.005,0.005,positive
28,CRC,7,WNT_mut_rate,PW_WNT_mut_rate_z,WNT,0.005,0.005,positive
28,CRC,8,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.004,0.004,positive
28,CRC,9,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.004,0.004,positive
28,CRC,11,WNT_any_rate,PW_WNT_any_rate_z,WNT,0.003,0.003,positive
28,CRC,12,TP53_del_hit,PW_TP53_del_hit,TP53,0.002,0.002,positive
28,CRC,13,WNT_zsum,PW_WNT_zsum,WNT,0.002,0.002,positive
28,CRC,14,PI3K_zsum,PW_PI3K_zsum,PI3K,0.001,0.001,positive
28,CRC,16,MYC_sv_hit,PW_MYC_sv_hit,MYC,0.001,0.001,positive
28,CRC,17,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.001,0.001,positive
28,CRC,18,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
28,CRC,21,WNT_del_hit,PW_WNT_del_hit,WNT,-0.001,0.001,negative
28,CRC,22,Chromatin_sv_hit,PW_Chromatin_sv_hit,Chromatin,-0.002,0.002,negative
28,CRC,25,MYC_del_hit,PW_MYC_del_hit,MYC,-0.003,0.003,negative
28,CRC,27,TGF_Beta_amp_hit,PW_TGF_Beta_amp_hit,TGF_Beta,-0.004,0.004,negative
29,CRC,1,All_Pathway_Alteration_Count,PW_HIT_COUNT,,0.0228,0.0228,positive
29,CRC,2,WNT_zsum,PW_WNT_zsum,WNT,0.014,0.014,positive
29,CRC,4,Chromatin_mut_rate,PW_Chromatin_mut_rate_z,Chromatin,0.008,0.008,positive
29,CRC,5,TGF_Beta_any_rate,PW_TGF_Beta_any_rate_z,TGF_Beta,0.008,0.008,positive
29,CRC,6,TGF_Beta_zsum,PW_TGF_Beta_zsum,TGF_Beta,0.007,0.007,positive
29,CRC,7,MYC_amp_hit,PW_MYC_amp_hit,MYC,0.006,0.006,positive
29,CRC,8,DDR_zsum,PW_DDR_zsum,DDR,0.006,0.006,positive
29,CRC,9,RTK_RAS_any_rate,PW_RTK_RAS_any_rate_z,RTK_RAS,0.006,0.006,positive
29,CRC,12,Chromatin_any_rate,PW_Chromatin_any_rate_z,Chromatin,0.002,0.002,positive
29,CRC,13,TP53_del_hit,PW_TP53_del_hit,TP53,0.002,0.002,positive
29,CRC,14,MYC_del_hit,PW_MYC_del_hit,MYC,0.002,0.002,positive
29,CRC,15,PI3K_any_rate,PW_PI3K_any_rate_z,PI3K,0.002,0.002,positive
29,CRC,16,MYC_mut_rate,PW_MYC_mut_rate_z,MYC,0.001,0.001,positive
29,CRC,17,Chromatin_amp_hit,PW_Chromatin_amp_hit,Chromatin,0.0,0.0,zero
29,CRC,18,WNT_amp_hit,PW_WNT_amp_hit,WNT,0.0,0.0,zero
